% Model:              just_a_wire.mph
% Version:            COMSOL 6.2.0.339
% Date:               Jun 24 2025, 10:33
% Dimension:          1
% Nodes:              3898
% Expressions:        1
% Description:        Line graph
% Arc length (m)          Temperature
0.011432647103177523      2784.613548635623
0.01145831589046326       2784.613547914319
0.011483984677749         2784.613548635622
0.011509653465034738      2784.6135486356216
0.011535322252320478      2784.613547914318
0.011560991039606217      2784.6135486356216
0.011586659826891953      2784.613548635621
0.011612328614177691      2784.6135479143177
0.01163799740146343       2784.6135486356206
0.011663666188749169      2784.61354863562
0.011689334976034908      2784.613547914317
0.011715003763320648      2784.61354863562
0.011740672550606386      2784.6135486356197
0.011766341337892125      2784.6135479143163
0.011792010125177865      2784.6135486356197
0.011817678912463603      2784.613548635619
0.011843347699749342      2784.6135479143154
0.011869016487035082      2784.613548635619
0.011894685274320818      2784.6135486356184
0.011920354061606556      2784.613547914315
0.011946022848892297      2784.6135486356184
0.011971691636178033      2784.613548635618
0.011997360423463773      2784.613547914314
0.012023029210749513      2784.613548635617
0.01204869799803525       2784.6135486356166
0.01207436678532099       2784.613547914313
0.01210003557260673       2784.613548635616
0.012125704359892468      2784.613548635616
0.012151373147178207      2784.613547914312
0.012177041934463947      2784.613548635615
0.012202710721749683      2784.613548635615
0.012228379509035422      2784.6135479143118
0.012254048296321162      2784.6135486356156
0.012279717083606898      2784.6135486356147
0.012305385870892638      2784.6135479143113
0.012331054658178377      2784.6135486356147
0.012356723445464115      2784.6135486356143
0.012382392232749855      2784.613547914311
0.012408061020035594      2784.6135486356143
0.012433729807321332      2784.6135486356143
0.012459398594607072      2784.6135479143104
0.012485067381892813      2784.613548635614
0.012510736169178551      2784.6135486356134
0.01253640495646429       2784.6135479143095
0.01256207374375003       2784.613548635613
0.012587742531035766      2784.6135486356125
0.012613411318321506      2784.6135479143086
0.012639080105607246      2784.6135486356116
0.012664748892892982      2784.6135486356116
0.012690417680178721      2784.613547914308
0.012716086467464461      2784.6135486356116
0.012741755254750199      2784.6135486356106
0.012767424042035937      2784.6135479143077
0.012793092829321676      2784.613548635611
0.012818761616607412      2784.61354863561
0.012844430403893152      2784.6135479143068
0.012870099191178892      2784.6135486356097
0.012895767978464628      2784.6135486356093
0.012921436765750367      2784.6135479143054
0.012947105553036107      2784.6135486356093
0.012972774340321845      2784.613548635609
0.012998443127607584      2784.6135479143054
0.013024111914893322      2784.6135486356084
0.013049780702179062      2784.613548635608
0.0130754494894648        2784.6135479143045
0.013101118276750541      2784.6135486356075
0.013126787064036279      2784.6135486356075
0.013152455851322018      2784.613547914304
0.013178124638607758      2784.6135486356075
0.013203793425893496      2784.6135486356065
0.013229462213179234      2784.613547914303
0.013255131000464972      2784.6135486356065
0.013280799787750708      2784.6135486356056
0.013306468575036446      2784.613547914302
0.013332137362322187      2784.6135486356056
0.013357806149607925      2784.613548635605
0.013383474936893664      2784.6135479143018
0.013409143724179404      2784.613548635605
0.013434812511465142      2784.6135486356047
0.013460481298750882      2784.613547914301
0.013486150086036621      2784.613548635604
0.013511818873322357      2784.613548635604
0.013537487660608097      2784.6135479143004
0.013563156447893836      2784.6135486356034
0.013588825235179574      2784.6135486356025
0.013614494022465312      2784.613547914299
0.013640162809751053      2784.6135486356025
0.013665831597036791      2784.613548635602
0.013691500384322531      2784.6135479142986
0.013717169171608272      2784.613548635602
0.01374283795889401       2784.6135486356015
0.01376850674617975       2784.613547914298
0.01379417553346549       2784.613548635601
0.013819844320751225      2784.6135486356006
0.013845513108036965      2784.613547914297
0.013871181895322705      2784.6135486356
0.01389685068260844       2784.6135486355997
0.01392251946989418       2784.6135479142963
0.01394818825717992       2784.613548635599
0.013973857044465658      2784.613548635599
0.013999525831751396      2784.6135479142954
0.014025194619037135      2784.6135486355993
0.014050863406322875      2784.6135486355984
0.014076532193608613      2784.613547914295
0.01410220098089435       2784.6135486355984
0.014127869768180088      2784.613548635598
0.014153538555465826      2784.613547914294
0.014179207342751566      2784.6135486355975
0.014204876130037304      2784.613548635597
0.014230544917323043      2784.613547914293
0.014256213704608781      2784.613548635596
0.01428188249189452       2784.6135486355956
0.014307551279180259      2784.613547914292
0.014333220066465998      2784.613548635595
0.014358888853751736      2784.613548635595
0.014384557641037474      2784.6135479142913
0.014410226428323214      2784.613548635595
0.014435895215608952      2784.6135486355943
0.01446156400289469       2784.6135479142904
0.014487232790180429      2784.613548635594
0.014512901577466167      2784.6135486355934
0.014538570364751908      2784.61354791429
0.014564239152037648      2784.6135486355934
0.014589907939323386      2784.613548635593
0.014615576726609125      2784.613547914289
0.014641245513894865      2784.613548635592
0.014666914301180601      2784.6135486355915
0.01469258308846634       2784.613547914288
0.01471825187575208       2784.6135486355906
0.01474392066303782       2784.6135486355906
0.01476958945032356       2784.613547914287
0.014795258237609299      2784.613548635591
0.014820927024895035      2784.61354863559
0.014846595812180775      2784.6135479142868
0.014872264599466514      2784.61354863559
0.014897933386752254      2784.6135486355893
0.014923602174037993      2784.613547914286
0.014949270961323731      2784.613548635589
0.014974939748609467      2784.6135486355884
0.015000608535895205      2784.6135479142845
0.015026277323180945      2784.6135486355874
0.015051946110466684      2784.6135486355874
0.015077614897752424      2784.613547914284
0.015103283685038164      2784.6135486355874
0.0151289524723239        2784.6135486355874
0.01515462125960964       2784.6135479142836
0.015180290046895379      2784.613548635587
0.015205958834181117      2784.613548635586
0.015231627621466855      2784.6135479142827
0.015257296408752594      2784.613548635586
0.01528296519603833       2784.6135486355856
0.01530863398332407       2784.6135479142818
0.01533430277060981       2784.613548635585
0.01535997155789555       2784.613548635585
0.015385640345181287      2784.6135479142813
0.015411309132467027      2784.6135486355843
0.015436977919752765      2784.613548635584
0.015462646707038502      2784.61354791428
0.01548831549432424       2784.6135486355824
0.01551398428160998       2784.6135486355824
0.015539653068895718      2784.6135479142795
0.015565321856181459      2784.613548635583
0.015590990643467197      2784.613548635582
0.015616659430752937      2784.613547914278
0.015642328218038674      2784.613548635581
0.015667997005324414      2784.61354863558
0.015693665792610154      2784.6135479142768
0.015719334579895893      2784.6135486355806
0.01574500336718163       2784.61354863558
0.01577067215446737       2784.6135479142763
0.01579634094175311       2784.6135486355793
0.015822009729038848      2784.6135486355793
0.015847678516324584      2784.6135479142754
0.015873347303610327      2784.613548635579
0.015899016090896063      2784.613548635578
0.015924684878181803      2784.613547914275
0.015950353665467543      2784.6135486355784
0.01597602245275328       2784.6135486355774
0.01600169124003902       2784.6135479142736
0.016027360027324758      2784.613548635577
0.016053028814610494      2784.613548635577
0.01607869760189623       2784.613547914273
0.016104366389181973      2784.613548635576
0.01613003517646771       2784.6135486355756
0.01615570396375345       2784.613547914272
0.01618137275103919       2784.613548635575
0.016207041538324925      2784.6135486355747
0.016232710325610664      2784.6135479142713
0.016258379112896404      2784.6135486355747
0.016284047900182144      2784.613548635574
0.016309716687467883      2784.6135479142704
0.01633538547475362       2784.613548635574
0.01636105426203936       2784.613548635573
0.016386723049325095      2784.6135479142695
0.016412391836610835      2784.613548635573
0.016438060623896574      2784.6135486355724
0.016463729411182314      2784.6135479142686
0.016489398198468053      2784.613548635572
0.01651506698575379       2784.6135486355715
0.01654073577303953       2784.6135479142677
0.01656640456032527       2784.6135486355706
0.01659207334761101       2784.6135486355706
0.016617742134896748      2784.6135479142667
0.016643410922182487      2784.6135486355706
0.016669079709468224      2784.6135486355697
0.016694748496753963      2784.613547914266
0.016720417284039703      2784.6135486355693
0.016746086071325442      2784.613548635569
0.016771754858611182      2784.6135479142654
0.016797423645896918      2784.6135486355683
0.016823092433182654      2784.613548635568
0.016848761220468394      2784.613547914264
0.016874430007754133      2784.613548635567
0.016900098795039873      2784.613548635567
0.016925767582325613      2784.6135479142636
0.016951436369611352      2784.613548635566
0.01697710515689709       2784.613548635566
0.017002773944182828      2784.6135479142627
0.017028442731468568      2784.613548635566
0.017054111518754307      2784.613548635565
0.017079780306040043      2784.6135479142617
0.017105449093325783      2784.6135486355647
0.01713111788061152       2784.6135486355643
0.01715678666789726       2784.613547914261
0.017182455455182998      2784.613548635564
0.017208124242468738      2784.6135486355633
0.017233793029754477      2784.61354791426
0.017259461817040217      2784.6135486355633
0.017285130604325953      2784.6135486355624
0.017310799391611693      2784.6135479142586
0.017336468178897432      2784.6135486355624
0.01736213696618317       2784.6135486355615
0.017387805753468908      2784.6135479142586
0.017413474540754648      2784.613548635562
0.017439143328040387      2784.613548635561
0.017464812115326127      2784.6135479142577
0.017490480902611866      2784.6135486355606
0.017516149689897603      2784.61354863556
0.017541818477183342      2784.6135479142563
0.017567487264469082      2784.6135486355593
0.01759315605175482       2784.613548635559
0.01761882483904056       2784.6135479142554
0.0176444936263263        2784.6135486355583
0.017670162413612037      2784.6135486355574
0.017695831200897773      2784.613547914254
0.017721499988183516      2784.6135486355574
0.017747168775469252      2784.613548635557
0.01777283756275499       2784.6135479142536
0.01779850635004073       2784.6135486355565
0.017824175137326467      2784.613548635556
0.017849843924612203      2784.6135479142526
0.017875512711897943      2784.6135486355556
0.017901181499183683      2784.613548635555
0.017926850286469422      2784.6135479142517
0.017952519073755162      2784.6135486355547
0.017978187861040898      2784.6135486355547
0.018003856648326638      2784.613547914251
0.018029525435612377      2784.6135486355543
0.018055194222898113      2784.6135486355533
0.018080863010183853      2784.6135479142495
0.018106531797469592      2784.613548635553
0.018132200584755332      2784.6135486355524
0.01815786937204107       2784.613547914249
0.01818353815932681       2784.613548635552
0.018209206946612547      2784.6135486355515
0.018234875733898287      2784.613547914248
0.018260544521184027      2784.6135486355506
0.018286213308469766      2784.61354863555
0.018311882095755502      2784.6135479142467
0.018337550883041245      2784.6135486355506
0.01836321967032698       2784.6135486355497
0.01838888845761272       2784.6135479142463
0.01841455724489846       2784.61354863555
0.018440226032184197      2784.6135486355493
0.018465894819469936      2784.6135479142454
0.018491563606755676      2784.613548635549
0.018517232394041412      2784.613548635549
0.01854290118132715       2784.613547914245
0.01856856996861289       2784.6135486355483
0.018594238755898627      2784.613548635548
0.018619907543184367      2784.6135479142445
0.018645576330470107      2784.6135486355474
0.018671245117755843      2784.613548635547
0.018696913905041582      2784.613547914243
0.018722582692327322      2784.613548635546
0.01874825147961306       2784.613548635546
0.0187739202668988        2784.6135479142426
0.01879958905418454       2784.613548635546
0.018825257841470277      2784.613548635545
0.018850926628756016      2784.6135479142417
0.018876595416041756      2784.613548635545
0.018902264203327496      2784.6135486355442
0.018927932990613232      2784.6135479142404
0.018953601777898975      2784.613548635544
0.01897927056518471       2784.6135486355433
0.01900493935247045       2784.61354791424
0.01903060813975619       2784.613548635543
0.019056276927041926      2784.6135486355424
0.019081945714327666      2784.613547914239
0.019107614501613406      2784.6135486355424
0.01913328328889914       2784.6135486355415
0.01915895207618488       2784.613547914238
0.01918462086347062       2784.613548635542
0.019210289650756357      2784.613548635541
0.019235958438042097      2784.6135479142376
0.019261627225327836      2784.613548635541
0.019287296012613572      2784.61354863554
0.019312964799899312      2784.6135479142367
0.01933863358718505       2784.6135486355397
0.019364302374470788      2784.6135486355397
0.019389971161756527      2784.6135479142363
0.019415639949042267      2784.6135486355392
0.019441308736328006      2784.613548635539
0.019466977523613746      2784.613547914235
0.019492646310899486      2784.613548635538
0.019518315098185225      2784.613548635538
0.01954398388547096       2784.613547914234
0.019569652672756704      2784.6135486355374
0.01959532146004244       2784.6135486355365
0.01962099024732818       2784.613547914233
0.01964665903461392       2784.613548635536
0.019672327821899656      2784.613548635536
0.019697996609185395      2784.613547914232
0.019723665396471135      2784.613548635535
0.01974933418375687       2784.6135486355347
